,LocationID,Borough,Zone,lat,lng,Counts
141,142,Manhattan,Lincoln Square East,40.772627,-73.9823131,198052
142,143,Manhattan,Lincoln Square West,40.7741769,-73.98491179999998,113670
143,144,Manhattan,Little Italy/NoLiTa,40.720540899999996,-73.9966188,255202
144,145,Queens,Long Island City/Hunters Point,40.748558700000004,-73.94964639999998,80520
145,146,Queens,Long Island City/Queens Plaza,40.7509846,-73.9402762,20579
146,147,Bronx,Longwood,40.8248438,-73.8915875,2802
147,148,Manhattan,Lower East Side,40.715033,-73.98427240000001,252805
148,149,Brooklyn,Madison,40.60688529999999,-73.947958,8342
149,150,Brooklyn,Manhattan Beach,40.57815799999999,-73.93892129999998,4549
150,151,Manhattan,Manhattan Valley,40.7966989,-73.9684247,58730
151,152,Manhattan,Manhattanville,40.816944299999996,-73.9558333,17802
152,153,Manhattan,Marble Hill,40.8761173,-73.9102628,2919
153,154,Brooklyn,Marine Park/Floyd Bennett Field,40.5910174,-73.89060909999998,684
154,155,Brooklyn,Marine Park/Mill Basin,40.6120025,-73.9403834,8954
155,156,Staten Island,Mariners Harbor,40.63677010000001,-74.1587547,450
156,157,Queens,Maspeth,40.7294018,-73.9065883,14201
157,158,Manhattan,Meatpacking/West Village West,40.7409865,-74.0076108,267480
158,159,Bronx,Melrose South,40.81767000000001,-73.91842609999998,5901
159,160,Queens,Middle Village,40.717372,-73.87425,11314
160,161,Manhattan,Midtown Center,40.757996,-73.99907900000001,460732
161,162,Manhattan,Midtown East,40.7571432,-73.9718815,285518
162,163,Manhattan,Midtown North,40.7649516,-73.98510390000001,296734
163,164,Manhattan,Midtown South,40.7521795,-73.9875438,267871
164,165,Brooklyn,Midwood,40.620438799999995,-73.95997779999998,17980
165,166,Manhattan,Morningside Heights,40.8089564,-73.96243270000002,56475
166,167,Bronx,Morrisania/Melrose,40.824545,-73.9104143,5487
167,168,Bronx,Mott Haven/Port Morris,40.8022025,-73.9166051,11582
168,169,Bronx,Mount Hope,40.8488863,-73.9051185,5681
169,170,Manhattan,Murray Hill,40.7478792,-73.9756567,290550
170,171,Queens,Murray Hill-Queens,40.7634996,-73.8073261,6251
171,172,Staten Island,New Dorp/Midland Beach,40.5739937,-74.1159755,219
172,173,Queens,North Corona,40.754372499999995,-73.8669188,4179
173,174,Bronx,Norwood,40.8810341,-73.878486,6870
174,175,Queens,Oakland Gardens,40.7408584,-73.758241,3715
175,176,Staten Island,Oakwood,40.563994,-74.11597540000001,170
176,177,Brooklyn,Ocean Hill,40.678273700000005,-73.9108212,13104
177,178,Brooklyn,Ocean Parkway South,40.61287799999999,-73.96838620000003,7593
178,179,Queens,Old Astoria,40.770112,-73.9096452,27253
179,180,Queens,Ozone Park,40.67940720000001,-73.85072790000001,5184
180,181,Brooklyn,Park Slope,40.6710672,-73.98142279999998,160037
181,182,Bronx,Parkchester,40.83825220000001,-73.85660870000001,3999
182,183,Bronx,Pelham Bay,40.85055560000001,-73.83333329999998,2377
183,184,Bronx,Pelham Bay Park,40.8654997,-73.8091736,478
184,185,Bronx,Pelham Parkway,40.8553279,-73.8639594,7209
185,186,Manhattan,Penn Station/Madison Sq West,40.7426745,-73.98935399999998,195698
186,187,Staten Island,Port Richmond,40.63549140000001,-74.12546409999999,189
187,188,Brooklyn,Prospect-Lefferts Gardens,40.6592355,-73.9533895,39490
188,189,Brooklyn,Prospect Heights,40.6774196,-73.9668408,54928
189,190,Brooklyn,Prospect Park,40.660203700000004,-73.96895579999999,7865
190,191,Queens,Queens Village,40.7156628,-73.7419017,5431
191,192,Queens,Queensboro Hill,40.7429509,-73.8251868,5571
192,193,Queens,Queensbridge/Ravenswood,40.7556711,-73.9456723,5355
193,194,Manhattan,Randalls Island,40.7932271,-73.92128579999998,2257
194,195,Brooklyn,Red Hook,40.673367600000006,-74.00831889999998,22458
195,196,Queens,Rego Park,40.72557219999999,-73.8624893,12370
196,197,Queens,Richmond Hill,40.6958108,-73.8272029,11232
197,198,Queens,Ridgewood,40.704398600000005,-73.9018292,25198
199,200,Bronx,Riverdale/North Riverdale/Fieldston,40.887931099999996,-73.9078712,15837
200,201,Queens,Rockaway Park,40.57978629999999,-73.83722370000001,448
201,202,Manhattan,Roosevelt Island,40.76050310000001,-73.9509934,3011
202,203,Queens,Rosedale,40.658406799999995,-73.73895959999999,3103
204,205,Queens,Saint Albans,40.6895283,-73.76436880000001,5225
205,206,Staten Island,Saint George/New Brighton,40.64583629999999,-74.0861345,414
206,207,Queens,Saint Michaels Cemetery/Woodside,40.7646761,-73.89850419999998,387
207,208,Bronx,Schuylerville/Edgewater Park,40.83665389999999,-73.83378909999998,4454
208,209,Manhattan,Seaport,40.70722629999999,-74.0027431,50361
209,210,Brooklyn,Sheepshead Bay,40.5953955,-73.94575379999998,7277
210,211,Manhattan,SoHo,40.723301,-74.0029883,232871
211,212,Bronx,Soundview/Bruckner,40.8244607,-73.87043340000001,3411
212,213,Bronx,Soundview/Castle Hill,40.8176831,-73.85072790000001,5111
213,214,Staten Island,South Beach/Dongan Hills,40.5819188,-74.0804776,692
214,215,Queens,South Jamaica,40.680859399999996,-73.7919103,3922
215,216,Queens,South Ozone Park,40.6764003,-73.81249840000001,11025
216,217,Brooklyn,South Williamsburg,40.7043921,-73.9565551,8080
217,218,Queens,Springfield Gardens North,40.6715916,-73.779798,3332
218,219,Queens,Springfield Gardens South,40.6715916,-73.779798,3960
219,220,Bronx,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286,15303
220,221,Staten Island,Stapleton,40.6264929,-74.07764139999998,614
221,222,Brooklyn,Starrett City,40.64842720000001,-73.88236119999998,2348
222,223,Queens,Steinway,40.7745459,-73.90374770000001,46610
223,224,Manhattan,Stuy Town/Peter Cooper Village,40.7316903,-73.97784940000001,73119
224,225,Brooklyn,Stuyvesant Heights,40.6824166,-73.9319933,59136
225,226,Queens,Sunnyside,40.74327589999999,-73.9196324,54830
226,227,Brooklyn,Sunset Park East,40.65272,-74.00933479999998,9624
227,228,Brooklyn,Sunset Park West,40.65272,-74.00933479999998,33394
228,229,Manhattan,Sutton Place/Turtle Bay North,40.7580446,-73.960208,171662
229,230,Manhattan,Times Sq/Theatre District,40.757974700000005,-73.9855426,315919
230,231,Manhattan,TriBeCa/Civic Center,40.7120742,-74.0058985,420356
231,232,Manhattan,Two Bridges/Seward Park,40.7149056,-73.98924699999998,74274
232,233,Manhattan,UN/Turtle Bay South,40.7488758,-73.96800909999999,143451
233,234,Manhattan,Union Sq,40.7358633,-73.9910835,419045
234,235,Bronx,University Heights/Morris Heights,40.85436729999999,-73.91302359999999,6154
235,236,Manhattan,Upper East Side North,40.7735649,-73.9565551,229344
236,237,Manhattan,Upper East Side South,40.7735649,-73.9565551,284514
237,238,Manhattan,Upper West Side North,40.7870106,-73.9753676,133828
238,239,Manhattan,Upper West Side South,40.7870106,-73.9753676,185741
239,240,Bronx,Van Cortlandt Park,40.89642429999999,-73.8852842,1416
240,241,Bronx,Van Cortlandt Village,40.89642429999999,-73.8852842,8430
241,242,Bronx,Van Nest/Morris Park,40.8415796,-73.8706949,7261
242,243,Manhattan,Washington Heights North,40.846131400000004,-73.93730490000002,35881
243,244,Manhattan,Washington Heights South,40.84170820000001,-73.9393554,49303
244,245,Staten Island,West Brighton,40.627029799999995,-74.10931409999998,435
245,246,Manhattan,West Chelsea/Hudson Yards,40.75272460000001,-74.0016428,279100
246,247,Bronx,West Concourse,40.8316761,-73.9227554,13381
247,248,Bronx,West Farms/Bronx River,40.8430609,-73.8816001,3605
248,249,Manhattan,West Village,40.73468,-74.0047554,323989
249,250,Bronx,Westchester Village/Unionport,40.83404470000001,-73.8531349,4360
250,251,Staten Island,Westerleigh,40.621215,-74.13180940000001,634
251,252,Queens,Whitestone,40.79204489999999,-73.8095574,5199
252,253,Queens,Willets Point,40.7606911,-73.840436,815
253,254,Bronx,Williamsbridge/Olinville,40.8550982,-73.85510719999998,4979
254,255,Brooklyn,Williamsburg (North Side),40.714918700000005,-73.95286709999998,217938
255,256,Brooklyn,Williamsburg (South Side),40.711167700000004,-73.9593708,141357
256,257,Brooklyn,Windsor Terrace,40.6539346,-73.9756567,21460
257,258,Queens,Woodhaven,40.6901366,-73.85660870000001,10059
258,259,Bronx,Woodlawn/Wakefield,40.8955885,-73.8627133,3588
259,260,Queens,Woodside,40.753295200000004,-73.9068973,20369
260,261,Manhattan,World Trade Center,40.7118011,-74.0131196,67904
261,262,Manhattan,Yorkville East,40.7702799,-73.9507983,108338
262,263,Manhattan,Yorkville West,40.7762231,-73.94920789999998,133630
